,=VeryGood=,Stamp and Scrape,Unnamed: 2,Unnamed: 3,Unnamed: 4
1790,=Excellent=,Pleased Customer,,,
1791,=Excellent=,Love it!!!!,,,
1792,=Poor=,"Awful, cheap product",,,
1793,=Excellent=,so helpfull,,,
1794,=Good=,Soft bristles,,,
1795,=Excellent=,Works well and isn't expensive,,,
1796,=Poor=,Complete BULL,,,
1797,=Unsatisfactory=,Too expensive for what it is,,,
1798,=Good=,Mediocre product,,,
1799,=Poor=,"Dry, matted hair",,,
1800,=Unsatisfactory=,Not up to par,,,
1801,=Good=,Efficient but...,,,
1802,=Good=,Take it or leave it,,,
1803,=VeryGood=,Review for Toast of New York color. Good value.,,,
1804,=VeryGood=,excellent performance but quality could be better for the price,,,
1805,=VeryGood=,Revived Curls,,,
1806,=Excellent=,L'oreal Visible Life line minimizing and Tone Enhancer,,,
1807,=Good=,Not bad,,,
1808,=Poor=,dont recomend,,,
1809,=VeryGood=,This cleanser does the job,,,
1810,=Excellent=,Noticed a difference immediately,,,
1811,=Excellent=,"Totally Gross, But In A Good Way",,,
1812,=Excellent=,nice,,,
1813,=Excellent=,I use it almost daily.,,,
1814,=Unsatisfactory=,Not like the nicer penciles,,,
1815,=Poor=,Didn't do it for me,,,
1816,=Unsatisfactory=,"IT STINKS LIKE SULFUR 8 PRODUCTS, PLUS THE NAME ON BOX & TUBE IS V-I-R-G-O!",,,
1817,=Excellent=,"Love, love!!",,,
1818,=Unsatisfactory=,Very hard to manuever,,,
1819,=VeryGood=,Good stuff!,,,
1820,=Excellent=,Favorite perfume,,,
1821,=Poor=,Great smelling moisturizer but..,,,
1822,=VeryGood=,great for sensitive skin,,,
1823,=Poor=,Liquid Vinyl- Poor consistancy and color,,,
1824,=Good=,Bought this on a whim,,,
1825,=Poor=,Caused only problems for me,,,
1826,=Poor=,ugly color,,,
1827,=Poor=,no so shining,,,
1828,=Good=,Annoying shape,,,
1829,=Poor=,Difficult and Dirty,,,
1830,=Excellent=,Works for me too!,,,
1831,=Poor=,A waste of money,,,
1832,=Unsatisfactory=,Not so hot...,,,
1833,=Poor=,Not at All What I Expected,,,
1834,=Good=,Ho-hum--nothing THAT different from what's already out there,,,
1835,=Good=,Of the 3 Total Moisture scents this one is my least favorite,,,
1836,=Excellent=,Life saver,,,
1837,=Excellent=,Demure Vixen...,,,
1838,=Good=,"OK moisturiser, but does nothing for the nails",,,
1839,=Poor=,Don't bother.  Just another junky item.,,,
1840,=Excellent=,Olay Total Effects Anti-Aging Night Firming Treatment,,,
1841,=Unsatisfactory=,Great travel design but heating takes too long and metal pins are awful...,,,
1842,=Unsatisfactory=,:/,,,
1843,=Unsatisfactory=,"So far, no postive results",,,
1844,=VeryGood=,love the scent,,,
1845,=VeryGood=,Useful purchase,,,
1846,=Unsatisfactory=,a waste,,,
1847,=VeryGood=,I didn't honestly believe nails could dry this fast!,,,
1848,=Poor=,Today is 6/2 - Bottle Dated 4/28 - No Results Yet,,,
1849,=VeryGood=,happy with it,,,
1850,=Excellent=,fabulous mac at a great price,,,
1851,=Poor=,Alternative brush application works more effectively,,,
1852,=VeryGood=,Worked great!,,,
1853,=Excellent=,Nailtiques Nail Protein Formula 2,,,
1854,=Unsatisfactory=,It shows through because it's too white,,,
1855,=Good=,Hard to Really Know Shade,,,
1856,=Unsatisfactory=,Not for curly hair of any hair cutitcle thickness unless you go straight first,,,
1857,=VeryGood=,I love it!,,,
1858,=VeryGood=,sheer makeup,,,
1859,=Poor=,"Cindy Crawford pictures, say it all",,,
1860,=Unsatisfactory=,Save your money!,,,
1861,=Good=,Depends on your priorities,,,
1862,=VeryGood=,Wear gloves..,,,
1863,=Excellent=,Good Product,,,
1864,=Excellent=,GREAT!,,,
1865,=VeryGood=,Good size for longer hair,,,
1866,=Good=,Good product to be sure,,,
1867,=Unsatisfactory=,This product didn't work for long,,,
1868,=Unsatisfactory=,Not what it's cracked up to be.,,,
1869,=Good=,ehhhh....,,,
1870,=Excellent=,Such a nice indulgence,,,
1871,=VeryGood=,smells wonderful,,,
1872,=Excellent=,Great product for you and gifts for sisters/friends,,,
1873,=VeryGood=,"Nice, clean smell",,,
1874,=Excellent=,Smooth shiney full hair,,,
1875,=Good=,"Mine broke, but got a new one",,,
1876,=Poor=,"Poor quality, 2 of them cracked within weeks of purchase",,,
1877,=Good=,I expected a higher quality product. You get what you pay for. Nothing special about it.,,,
1878,=VeryGood=,Bio Ionic is very good indeed but debatable on the One Pass...,,,
1879,=Excellent=,Love color,,,
1880,=Poor=,DONT BUY ITEM FROM CRAPPY You2Be COMPANY!!!,,,
1881,=Unsatisfactory=,Hum...,,,
1882,=VeryGood=,wonderful find,,,
1883,=Excellent=,"My Go-To Cleansing Shampoo - Can be used as a Body Wash, too.",,,
1884,=Good=,Another not so good eye cream,,,
1885,=Good=,Decent facewash,,,
1886,=VeryGood=,"Decent, but hurts my fingers",,,
1887,=VeryGood=,"Smells like lavender, works well.",,,
1888,=Excellent=,Great curlers,,,
1889,=Poor=,Boo.,,,
1890,=Excellent=,The greatest Product ever,,,
1891,=VeryGood=,!!1,,,
1892,=VeryGood=,Great Face Protection without the massive chems,,,
1893,=Unsatisfactory=,Not as great as other cheap brands,,,
1894,=Excellent=,Borrowed and Blue: All the ladies love my fingers!,,,
1895,=Excellent=,Best there is!,,,
1896,=Excellent=,Staple in my daily makeup routine,,,
1897,=VeryGood=,Color is different than my usual choices,,,
1898,=Good=,"Nice smelling shampoo, but a bit dying",,,
1899,=Excellent=,"When used correctly, it's exactly what you hoped it would be!",,,
1900,=Poor=,Didn't work for me,,,
1901,=VeryGood=,"nice color, seal broken",,,
1902,=Excellent=,awesome,,,
1903,=VeryGood=,Good cuticle pusher,,,
1904,=Good=,"Ok, but expensive and HEAVY.",,,
1905,=Poor=,Other Ever--- products are much better,,,
1906,=Excellent=,Love this brush.,,,
1907,=Excellent=,Good value,,,
1908,=VeryGood=,TIGI Bed Head Head Rush Shine Mist,,,
1909,=Excellent=,The BEST!,,,
1910,=VeryGood=,Nifty little sponge,,,
1911,=Excellent=,Its like silk on my face!!!,,,
1912,=Poor=,Such a waste.,,,
1913,=Poor=,Smh,,,
1914,=VeryGood=,Did not remove mascara,,,
1915,=Poor=,old microbeads technology -- environmentally hazardous,,,
1916,=Good=,"Love Soap, just not Almond",,,
1917,=Excellent=,Perfect if you have an oily scalp. been using it for years!,,,
1918,=Good=,Odd product,,,
1919,=Unsatisfactory=,Broke Out,,,
1920,=Unsatisfactory=,"E gads, another gadget!",,,
1921,=Unsatisfactory=,eyeshadow,,,
1922,=Unsatisfactory=,this isn't what i expected,,,
1923,=Excellent=,Eucerin,,,
1924,=Unsatisfactory=,Too much scrubbing and pulling on the eye area,,,
1925,=Good=,not so great,,,
1926,=Unsatisfactory=,Dissapointed,,,
1927,=Good=,In the middle,,,
1928,=VeryGood=,"Good Stuff - Moisturizes, Opens eyes",,,
1929,=Unsatisfactory=,Not really good at all,,,
1930,=Unsatisfactory=,Looking for something I didn' found...!,,,
1931,=Poor=,Smell is gross and really doesn't improve the skin much!,,,
1932,=Excellent=,No complaints,,,
1933,=Unsatisfactory=,This is just not a good product,,,
1934,=VeryGood=,Feel good - I like it,,,
1935,=Unsatisfactory=,seemed old and expired,,,
1936,=Unsatisfactory=,Waste of Money,,,
1937,=Unsatisfactory=,Pain to apply,,,
1938,=Unsatisfactory=,A Problematic Conditioner,,,
1939,=Unsatisfactory=,Bought this but don't use it.,,,
1940,=Excellent=,Great Product,,,
1941,=Good=,"For very, very fine lines only",,,
1942,=Excellent=,A yearly cold weather purchase,,,
1943,=VeryGood=,Charlie Gold is better than Charlie!,,,
1944,=Good=,Nice color but does not work that great.,,,
1945,=Unsatisfactory=,Two Stars,,,
1946,=Poor=,Shedding after 1 week,,,
1947,=Poor=,No Results,,,
1948,=Excellent=,Mmmm,,,
1949,=VeryGood=,Works as advertised,,,
1950,=Excellent=,Works very well,,,
1951,=Poor=,Awful,,,
1952,=Good=,good product,,,
1953,=Good=,Love the smell but a shame it's not last as long,,,
1954,=Unsatisfactory=,"A drying, sticky,  sunscreen, smelling like bug spray !",,,
1955,=Excellent=,perfect for us,,,
1956,=VeryGood=,Very happy with this curler,,,
1957,=Poor=,yes to blueberries,,,
1958,=Unsatisfactory=,Its ok,,,
1959,=Poor=,NOT A GOOD DEAL..,,,
1960,=Excellent=,I am SO EXCITED!,,,
1961,=Unsatisfactory=,Misleading Description,,,
1962,=Excellent=,Great buy1,,,
1963,=Poor=,DO NOT use this foam dye!!!,,,
1964,=Unsatisfactory=,Lanza Healing Trauma Treatment,,,
1965,=Unsatisfactory=,Good for practice beginners like myself,,,
1966,=Good=,"Works well, but it REALLY stinks.",,,
1967,=Good=,Good and bad,,,
1968,=Poor=,didnt work,,,
1969,=VeryGood=,Good product,,,
1970,=Poor=,Burnt Skin,,,
1971,=Excellent=,Don't Be Fooled,,,
1972,=Unsatisfactory=,Kit has no expiration date all sunblocks require exp date per fda,,,
1973,=Good=,"It's okay, but definately not magical for me.",,,
1974,=Excellent=,Works well.,,,
1975,=Poor=,Beware,,,
1976,=VeryGood=,cucumber for sensative skin,,,
1977,=Unsatisfactory=,Just so so,,,
1978,=Unsatisfactory=,I have never had allergies but I sneezed like crazy when I smelled the open bottle,,,
1979,=Excellent=,Herbatint is wonderful!,,,
1980,=Excellent=,Really Great Peppermint Lotion,,,
1981,=Poor=,not so happy.,,,
1982,=Poor=,Utter crap.,,,
1983,=Poor=,Nope,,,
1984,=Good=,"Ok, but scent is fleeting",,,
1985,=VeryGood=,"Great product, affordable salon care for your hair!",,,
1986,=Poor=,Bad product,,,
1987,=VeryGood=,Excellent  face cleanser,,,
1988,=Good=,I don't like the feel as much as other products,,,
1989,=Unsatisfactory=,Didn't see anything different,,,
1990,=Excellent=,The new standard night treatment!,,,
1991,=Good=,thick har,,,
1992,=Excellent=,Has become a necessity for me,,,
1993,=Excellent=,Just the right color,,,
1994,=VeryGood=,"One for me, and one for my mom",,,
1995,=Good=,Decent,,,
1996,=Unsatisfactory=,Expensive - Smell Too Strong - Better Products Available,,,
1997,=Unsatisfactory=,"WELL, WELL WELL.....",,,
1998,=VeryGood=,Surprising,,,
1999,=Unsatisfactory=,Didn't work for me,,,
2000,=Unsatisfactory=,Use lint-free cloth instead,,,
2001,=VeryGood=,SHAR,,,
2002,=Poor=,Awful haircolor - #4 Dark Brown,,,
2003,=Good=,Watery light scent,,,
2004,=Excellent=,Ole Olay! ...,,,
2005,=VeryGood=,"Nice, quality sponge, no miracles of course",,,
2006,=VeryGood=,Dream Cream,,,
2007,=Good=,Princess Pink $518 (Sheer French Manicure),,,
2008,=Poor=,Didn't do a thing.,,,
2009,=Poor=,Awful Scent and Break Outs,,,
2010,=Poor=,The provided magnetic stickers do not work,,,
2011,=Good=,"Just average, Doesn't live up to the hype",,,
2012,=Excellent=,It is my perfum for 21 years....,,,
2013,=Excellent=,Love this blowdryer!,,,
2014,=VeryGood=,is ok,,,
2015,=Unsatisfactory=,Not a great hair styling tool IMO,,,
2016,=VeryGood=,I like it,,,
2017,=Excellent=,Shower Tangles No More!,,,
2018,=Good=,Foaming?,,,
2019,=VeryGood=,"Thick, but moisturizing",,,
2020,=VeryGood=,Good product but not getting the most from the Ionizer,,,
2021,=VeryGood=,Great,,,
2022,=Poor=,"Misleading, full of chemicals and parabens.",,,
2023,=Excellent=,Works wonderful!!,,,
2024,=Poor=,Not impressed!,,,
2025,=VeryGood=,"Hair Clips...Nothing more, nothing less.",,,
2026,=Excellent=,Classy color,,,
2027,=Good=,Not for COPD,,,
2028,=Unsatisfactory=,"Hasn't \Rapidly Reduced\"" My Wrinkles""",,,
2029,=Unsatisfactory=,It was... Meh.,,,
2030,=Poor=,Read Ingredients...,,,
2031,=VeryGood=,Light makeup with SPF,,,
2032,=Poor=,Not for me,,,
2033,=Poor=,Crap crap crap,,,
2034,=Unsatisfactory=,Maybelline Instant Age Rewind Primer,,,
2035,=Poor=,Not for me........,,,
2036,=VeryGood=,You are clean so I guess it's good,,,
2037,=Good=,Works well. Kinda feels icky once it's on the ...,,,
2038,=Unsatisfactory=,"EVAPORATES WHEN YOU \BLINC\""""",,,
2039,=Poor=,Smells like skunk spray,,,
2040,=Unsatisfactory=,Questionable Results,,,
2041,=Unsatisfactory=,It's Dyed,,,
2042,=Poor=,Not For Me,,,
2043,=Excellent=,Makes me wants to do certain naughty things to my boyfriend,,,
2044,=Poor=,"Yucky, yucky!!!",,,
2045,=Unsatisfactory=,Strong scent...,,,
2046,=VeryGood=,I loved this!,,,
2047,=Poor=,Couldn't use,,,
2048,=Good=,"It works, but at what price?",,,
2049,=Good=,Temporary fix,,,
2050,=Excellent=,Great Help for Aging Nails,,,
2051,=Excellent=,Persian Burgandy (Dark Auburn),,,
2052,=Excellent=,Secret Brightener,,,
2053,=Excellent=,Works great!!!,,,
2054,=Unsatisfactory=,It's only good to use with hot tools.,,,
2055,=Poor=,I hate this...,,,
2056,=Excellent=,Been Using it For 25 years,,,
2057,=Good=,Not for my oily acne skin,,,
2058,=Good=,Obagi C Serum for Eyes,,,
2059,=Excellent=,Best face wash for dry skin,,,
2060,=VeryGood=,Working so far,,,
2061,=Excellent=,Great Soap,,,
2062,=Poor=,"Strong color, shatter feature nonexistent",,,
2063,=Good=,Always apply on wet hair.....,,,
2064,=Good=,Pretty good with one drawback,,,
2065,=Unsatisfactory=,Too Stinky,,,
2066,=Excellent=,Great for scars,,,
2067,=Unsatisfactory=,"Best toner I have found so far, but expensive",,,
2068,=VeryGood=,Coola,,,
2069,=Unsatisfactory=,Not for me,,,
2070,=Excellent=,Great product - nice for a natural looking hair do,,,
2071,=Good=,not too impressed,,,
2072,=Unsatisfactory=,strong unpleasant scent,,,
2073,=Good=,great lotion with a very unfortunate scent,,,
2074,=VeryGood=,Not Bad,,,
2075,=Good=,Cheap and efficient,,,
2076,=VeryGood=,Definitely worth the money and offers Longevity and a very safe/fresh masculine scent.,,,
2077,=Good=,"For my lashes, took too many applications..",,,
2078,=Excellent=,works,,,
2079,=Unsatisfactory=,Didn't work for me,,,
2080,=Unsatisfactory=,Stop working,,,
2081,=Poor=,STICKY!,,,
2082,=Poor=,not worth the trouble,,,
2083,=Unsatisfactory=,Too much of good thing can be bad,,,
2084,=Unsatisfactory=,"Nice color, but chips easily",,,
2085,=VeryGood=,not for very dry skin,,,
2086,=Poor=,It pulls my hair out,,,
2087,=Excellent=,Will magnify your face to scary proportions,,,
2088,=Excellent=,Lots of compliments,,,
2089,=Unsatisfactory=,PCA pHaze 13 Pigment Gel,,,
2090,=Excellent=,Obsessed,,,
2091,=VeryGood=,Thorough for oily skin without being too harsh,,,
2092,=Unsatisfactory=,Didn't care for it,,,
2093,=Excellent=,LOVE IT!,,,
2094,=Unsatisfactory=,Exact copy of cheaper cody sand and sable,,,
2095,=Excellent=,Absolutely Perfect,,,
2096,=Good=,GREAT PRODUCT-SPILLAGE PROBLEM,,,
2097,=Poor=,Silly Putty for your face,,,
2098,=Good=,My husband likes it...,,,
2099,=Unsatisfactory=,"Great colors, not great polish",,,
2100,=VeryGood=,Nice little hair dryer,,,
2101,=Unsatisfactory=,Not too fond of them..,,,
2102,=VeryGood=,Smells Great!,,,
2103,=Excellent=,Healing,,,
2104,=Excellent=,Great,,,
2105,=Excellent=,It's a nail file but over the top in design.,,,
2106,=Poor=,So pale I can hardly tell I'm wearing anything,,,
2107,=Unsatisfactory=,No difference!,,,
2108,=VeryGood=,"Great for dry, sensitive skin",,,
2109,=Excellent=,Love it so far,,,
2110,=Poor=,Don't bother,,,
2111,=Unsatisfactory=,Darn packaging!,,,
2112,=Good=,A bit disappointed,,,
2113,=VeryGood=,does a good job,,,
2114,=VeryGood=,so far so good,,,
2115,=Good=,Not so special,,,
2116,=Unsatisfactory=,Messy,,,
2117,=Excellent=,"Extremely easy to use, gives my hair body, shine and bounce!",,,
2118,=VeryGood=,pretty ok,,,
2119,=Unsatisfactory=,It just didnt work.,,,
2120,=Poor=,"IF they stick, theyre nightmarishly painful to remove - Buy your own paper tape and customize yourself",,,
2121,=Unsatisfactory=,Too difficult to use,,,
2122,=Poor=,YUCK,,,
2123,=Unsatisfactory=,Not a fan,,,
2124,=Poor=,wont cover grey and it fades fast,,,
2125,=Poor=,Didn't do anything,,,
2126,=Unsatisfactory=,Almost too soft!,,,
2127,=Excellent=,Really clean,,,
2128,=Excellent=,No Other Cotton Pad Will Do!,,,
2129,=VeryGood=,Nice shaving bowl,,,
2130,=Unsatisfactory=,NOT Very Thickening at All,,,
2131,=Unsatisfactory=,Not Impressed,,,
2132,=Unsatisfactory=,not much better than lotion....,,,
2133,=Poor=,nothing,,,
2134,=Poor=,Curl Activator,,,
2135,=VeryGood=,"Solid Performer, Color-Safe Shampoo",,,
2136,=Poor=,Made my hair look and feel awful,,,
2137,=Good=,Used to keep hair back while washing face,,,
2138,=Unsatisfactory=,Does not work on gel nails,,,
2139,=VeryGood=,great conditioner,,,
2140,=Good=,You get what you pay for!,,,
2141,=VeryGood=,GREAT FOR WOMEN OF COLOR ALSO,,,
2142,=Poor=,Terrible! Switching Back to Previous Moisturizer!!!,,,
2143,=Unsatisfactory=,I smell like chocolate,,,
2144,=Unsatisfactory=,Ehhhh,,,
2145,=Poor=,Horrible smell!,,,
2146,=VeryGood=,"Smells nice, subtle glitter, lots of shine",,,
2147,=Good=,Do not get this on your clothing!,,,
2148,=VeryGood=,Cool baby pink,,,
2149,=Poor=,wasnt crazy about this,,,
2150,=Unsatisfactory=,set-it-FRIZZ,,,
2151,=Unsatisfactory=,Found to be Drying & Thick,,,
2152,=Poor=,wahhhhh fail for me,,,
2153,=Excellent=,Great product,,,
2154,=Unsatisfactory=,Built up not that great.,,,
2155,=Poor=,Are you kidding me???,,,
2156,=Good=,a slight tan,,,
2157,=Excellent=,I wish I had found this sooner!!!,,,
2158,=Excellent=,This is a great serum!,,,
2159,=Poor=,Ordered BlackOpium got patchauly by DayDream,,,
2160,=VeryGood=,Very Bright!,,,
2161,=Poor=,"Didn't make acne worse, but didn't make it any better either",,,
2162,=Unsatisfactory=,"not initially impressed, will give it more time, but...",,,
2163,=VeryGood=,Great,,,
2164,=Good=,Wish it was more red,,,
2165,=Excellent=,Luxurious feel,,,
2166,=Good=,nothing special,,,
2167,=Poor=,No so goot at straightening but good at other features!,,,
2168,=Excellent=,YES it really does work!!!,,,
2169,=Good=,Could be better,,,
2170,=Excellent=,"Easy to use, great value",,,
2171,=Excellent=,"Love, love, love!",,,
2172,=Poor=,Item Arrived with a Broken stem to the pump....,,,
2173,=Unsatisfactory=,Thick moisturing conditioner for coarse/damaged hair,,,
2174,=Unsatisfactory=,No too impressed...,,,
2175,=Excellent=,Awesome Sunscreen!,,,
2176,=Good=,Ugh...Not what I expected...,,,
2177,=Good=,Use on thick AA afro curly coily hair,,,
2178,=Good=,Scratch and stings,,,
2179,=Excellent=,Good Stuff,,,
2180,=Poor=,Sigh..,,,
2181,=Unsatisfactory=,"The First Use Was OK, But...",,,
2182,=Poor=,Worst shampoo i have ever used!! BIG waste of money!!,,,
2183,=Poor=,Looks Can Be Deceiving,,,
2184,=Unsatisfactory=,creates pale face,,,
2185,=Unsatisfactory=,Disappointing,,,
2186,=VeryGood=,Mine Is Old but Good,,,
2187,=Unsatisfactory=,"Love the color, not a REAL essie",,,
2188,=Unsatisfactory=,Not really a fine mist.,,,
2189,=Excellent=,Best Product for Dry Sensitive Lips,,,
2190,=VeryGood=,Seems to work well,,,
2191,=Unsatisfactory=,wouldn't buy again,,,
2192,=Unsatisfactory=,Blahh...,,,
2193,=Excellent=,Wonderful Moisturizer...,,,
2194,=VeryGood=,Rubs in easily and protects pretty well,,,
2195,=VeryGood=,I like it but...,,,
2196,=Poor=,"Couldn't even keep it on my face for 5min, it smells so horrible",,,
2197,=Poor=,stupid,,,
2198,=Good=,Smells like gingerbread,,,
2199,=VeryGood=,Quality Facial Lotion,,,
2200,=VeryGood=,"Works well, but it is easy to \overdose\"" on this product""",,,
2201,=Unsatisfactory=,Not sure of I like it,,,
2202,=Good=,detangles,,,
2203,=Excellent=,Excellent toner!,,,
2204,=Excellent=,Excellent product & ingredients!,,,
2205,=Good=,Smaller size,,,
2206,=Good=,works on itchy scalp,,,
2207,=Unsatisfactory=,Don't like the way this product feels on my skin,,,
2208,=Poor=,"Dr. King's Natural Medicine Gout Symptom Formula,",,,
2209,=Unsatisfactory=,Absolutely useless,,,
2210,=Excellent=,love this stuff...!,,,
2211,=VeryGood=,Hmm..,,,
2212,=VeryGood=,Doesnt hydrate,,,
2213,=VeryGood=,great for soft curls,,,
2214,=Unsatisfactory=,Fair & White exfolliating soap,,,
2215,=Poor=,I look like a tired hooker,,,
2216,=VeryGood=,Great protector!,,,
2217,=VeryGood=,Face Feels Amazing,,,
2218,=Good=,Neutrogena Wave not as great as I thought it'd be....,,,
2219,=Poor=,NOT for straight thin hair!!!!!!!!!!!!!!!!!!!,,,
2220,=VeryGood=,good product,,,
2221,=VeryGood=,I like it,,,
2222,=Good=,use it on my daughter,,,
2223,=Good=,Average,,,
2224,=VeryGood=,so far so good,,,
2225,=Excellent=,Maybelline Great Lash...,,,
2226,=Poor=,Ouch!,,,
2227,=Good=,"Leaves hands soft, but strongly scented",,,
2228,=VeryGood=,Hair Color Crayon,,,
2229,=Unsatisfactory=,OK,,,
2230,=Poor=,Terribly dull!,,,
